country,code_time,time,year,month,month_name,product,value,display_order,yeartodate,previousyeartodate,share
Luxembourg,MAY2010,May 2010,2010,5,May,Final consumption,558.262,20,6592.777,,1.6278897520237012
Portugal,AUG2018,August 2018,2018,8,August,Others,134.290885,24,1329.000648,980.507,0.0279789343609927
Sweden,FEB2017,February 2017,2017,2,February,Electricity supplied,13300.552,17,141533.996,29344.837,0.9026788972544972
Switzerland,OCT2016,October 2016,2016,10,October,Distribution losses,388.844,19,4456.439,3830.175,0.0969825817742761
North Macedonia,JAN2018,January 2018,2018,1,January,Not specified,0.0,13,0.0,,0.0
Slovak Republic,NOV2020,November 2020,2020,11,November,Used for pumped storage,38.0,18,387.0,289.220338,0.016381613458459
United States,JUL2020,July 2020,2020,7,July,Non-renewables,350390.294192,23,3244814.425847,1953729.30564,0.8378325704555453
Slovenia,JAN2018,January 2018,2018,1,January,Geothermal,0.0,4,0.0,,0.0
OECD Europe,APR2019,April 2019,2019,4,April,Other renewables,42.174083,5,506.088996,161.116664,0.0001527084415757
Austria,JUN2019,June 2019,2019,6,June,Electricity supplied,5697.529286,17,73902.495335,37856.599116,0.8751835589962457
Switzerland,OCT2018,October 2018,2018,10,October,Coal,0.0,8,0.0,,0.0
Australia,FEB2018,February 2018,2018,2,February,Solar,910.582441,3,12276.586668,1659.702731,0.0462132522290295
Slovak Republic,AUG2021,August 2021,2021,8,August,Nuclear,1336.251452,6,14589.827,9468.695781,0.598754535103068
New Zealand,JAN2010,January 2010,2010,1,January,Distribution losses,242.133,19,3100.711,,0.0713254083861475
Spain,DEC2012,December 2012,2012,12,December,Natural gas,5788.334,10,70207.656,81945.971,0.234538235731605
India,MAY2019,May 2019,2019,5,May,Low carbon,29446.4041,26,352967.828364,104672.358195,0.2120963038920812
Cyprus,SEP2021,September 2021,2021,9,September,Total combustible fuels,382.450907,7,4156.826556,3129.232679,0.8613111185241169
Sweden,JUL2020,July 2020,2020,7,July,Non-renewables,3833.378878,23,49494.200819,40521.76655,0.3473294101911454
Poland,SEP2016,September 2016,2016,9,September,Renewables,1334.146,22,22196.557,15541.3,0.1108816888873965
Canada,JAN2018,January 2018,2018,1,January,Final consumption,56441.813322,20,552877.0,54183.599,0.8825051840554613
IEA Total,SEP2014,September 2014,2014,9,September,Final consumption,760325.77,20,9526937.648,7159564.779,0.9282940903806236
North Macedonia,DEC2020,December 2020,2020,12,December,Distribution losses,0.0,19,875.445306,979.043,0.0
Slovak Republic,OCT2021,October 2021,2021,10,October,Oil,26.081385,9,357.114344,302.945314,0.0122569180473008
Australia,APR2016,April 2016,2016,4,April,Wind,889.561586,2,13701.626079,3656.177639,0.0449405634110407
United States,JUN2022,June 2022,2022,6,June,Net electricity production,387941.540226,14,4330870.629691,2016268.234196,1.0
Netherlands,JUL2021,July 2021,2021,7,July,Total combustible fuels,6698.714973,7,85616.456886,51505.610244,0.675754897306363
Denmark,AUG2010,August 2010,2010,8,August,Renewables,758.453,22,12134.486,,0.3769806378500085
Ireland,JUN2021,June 2021,2021,6,June,Net electricity production,2533.052713,14,34077.918564,15178.84764,1.0
Italy,JUL2014,July 2014,2014,7,July,Wind,1272.372,2,15088.999,9617.949,0.050375155490789
Ireland,MAR2019,March 2019,2019,3,March,Other renewables aggregated,57.866346,25,823.253376,183.038501,0.0223262530895754
OECD Total,AUG2022,August 2022,2022,8,August,Others,23005.914761,24,272063.818634,183052.996784,0.0237502609625222
Colombia,SEP2015,September 2015,2015,9,September,Electricity trade,29.313,21,415.0,466.493,0.0044988424838804
United Kingdom,MAR2021,March 2021,2021,3,March,Used for pumped storage,193.182697,18,2481.672928,561.841552,0.0074766832940017
OECD Asia Oceania,SEP2021,September 2021,2021,9,September,Combustible renewables,3664.543681,11,40941.66222,28787.918329,0.0253003706746843
OECD Total,NOV2010,November 2010,2010,11,November,Other renewables,41.269,5,500.008,,4.939066456240821e-05
Netherlands,OCT2020,October 2020,2020,10,October,Non-renewables,7099.314561,23,86876.430889,77915.619086,0.695007760391904
Romania,SEP2022,September 2022,2022,9,September,Coal,673.355812,8,8476.187166,6959.463497,0.1720159920902684
OECD Asia Oceania,APR2013,April 2013,2013,4,April,Coal,50269.055,8,694384.345,228216.05,0.3525916351122667
Republic of Turkiye,AUG2013,August 2013,2013,8,August,Other renewables aggregated,147.982,25,1996.034,816.67,0.007269863277031
Slovenia,JAN2019,January 2019,2019,1,January,Geothermal,0.0,4,0.0,0.0,0.0
Hungary,NOV2021,November 2021,2021,11,November,Other renewables,0.0,5,0.0,0.0,0.0
Estonia,JUL2019,July 2019,2019,7,July,Total imports,596.852659,15,4860.999999,1525.100091,1.8027539554400656
Belgium,JAN2022,January 2022,2022,1,January,Electricity trade,825.380655,21,7527.816384,289.329003,0.091617003034008
Latvia,MAR2010,March 2010,2010,3,March,Oil,0.201,9,1.656,,0.0003095312526468
Slovak Republic,JUL2012,July 2012,2012,7,July,Nuclear,1098.95,6,14411.0,8464.667,0.5680064959330642
India,AUG2015,August 2015,2015,8,August,Distribution losses,0.0,19,0.0,,0.0
OECD Americas,MAR2017,March 2017,2017,3,March,Wind,30547.826,2,299080.62,72619.579,0.0720329727646867
Greece,OCT2022,October 2022,2022,10,October,Electricity trade,-475.637484,21,-3448.216895,-3528.092517,-0.1403987020594984
Netherlands,AUG2022,August 2022,2022,8,August,Net electricity production,10209.678438,14,118810.849947,80196.869785,1.0
United Kingdom,DEC2018,December 2018,2018,12,December,Final consumption,27375.635753,20,307558.19693,306792.89,0.9559552584989544
Hungary,MAR2014,March 2014,2014,3,March,Oil,5.657,9,67.884,17.682,0.0023342408414985
Ireland,APR2013,April 2013,2013,4,April,Total combustible fuels,1678.404,7,19639.578,7367.014,0.7629483629196343
Poland,JAN2016,January 2016,2016,1,January,Net electricity production,13915.729,14,152002.167,13563.58,1.0
OECD Total,OCT2019,October 2019,2019,10,October,Non-renewables,615430.775003,23,7624673.477558,6559503.825404,0.7237876344861197
Netherlands,JUN2017,June 2017,2017,6,June,Other combustible non-renewables,145.57,12,1626.641,812.403,0.0171757303638052
Brazil,JUL2017,July 2017,2017,7,July,Geothermal,0.0,4,0.0,0.0,0.0
India,JUN2016,June 2016,2016,6,June,Other combustible non-renewables,65.065853,12,786.772854,201.180177,0.0005642132100481
OECD Total,MAR2012,March 2012,2012,3,March,Used for pumped storage,6438.43,18,84372.703,20519.514,0.0075136293449177
Germany,SEP2012,September 2012,2012,9,September,Other combustible non-renewables,506.837,12,6088.761,4411.172,0.0110294048843117
Belgium,MAY2012,May 2012,2012,5,May,Hydro,118.169,1,1648.001,625.878,0.0175952926349594
Croatia,MAY2016,May 2016,2016,5,May,Final consumption,1265.602,20,15714.999,5643.187,1.411487725340269
Canada,MAY2015,May 2015,2015,5,May,Final consumption,39911.832,20,545460.001,240030.444,0.8337751553887301
Portugal,DEC2010,December 2010,2010,12,December,Final consumption,4764.53,20,50613.301,,0.8517038259485502
United States,JAN2021,January 2021,2021,1,January,Low carbon,144215.615139,26,1670530.526401,139653.745935,0.4038953102513286
Canada,SEP2022,September 2022,2022,9,September,Not specified,25.75,13,309.0,231.75,0.0005418277516793
Norway,SEP2019,September 2019,2019,9,September,Combustible renewables,21.180526,11,247.177231,148.925957,0.0019344241022215
Netherlands,JAN2021,January 2021,2021,1,January,Distribution losses,412.6562,19,4414.423298,468.240349,0.0361114926607312
Belgium,MAR2021,March 2021,2021,3,March,Wind,1120.193058,2,11691.821502,4368.777416,0.1226911402746945
Australia,JAN2018,January 2018,2018,1,January,Combustible renewables,275.242073,11,3190.957703,301.405077,0.0123809340173794
Estonia,FEB2013,February 2013,2013,2,February,Total exports,597.905,16,6300.001,676.0,0.5607023960238195
Austria,JAN2016,January 2016,2016,1,January,Natural gas,1162.214,10,8071.677,867.051,0.2428404002827462
OECD Europe,NOV2014,November 2014,2014,11,November,Not specified,483.933,13,5295.908,4500.389,0.0016627547179663
United Kingdom,FEB2012,February 2012,2012,2,February,Solar,56.301,3,1354.002,18.055,0.001714096205853
Slovak Republic,MAR2017,March 2017,2017,3,March,Hydro,473.926,1,4620.001,1193.565,0.2047923712004867
OECD Total,DEC2015,December 2015,2015,12,December,Combustible renewables,25111.943914,11,279944.222256,266030.135,0.0283316387044306
Denmark,JUL2013,July 2013,2013,7,July,Renewables,862.251,22,15667.377,8426.968,0.4623245474345239
Serbia,FEB2021,February 2021,2021,2,February,Wind,93.475274,2,992.350131,168.673976,0.0259670218949664
Finland,JUN2018,June 2018,2018,6,June,Renewables,2186.6195,22,31229.926874,14952.151,0.5243327573569615
OECD Total,NOV2022,November 2022,2022,11,November,Total exports,46351.779338,16,546595.299462,470368.035097,0.0547725134488362
Australia,JUL2022,July 2022,2022,7,July,Other renewables aggregated,270.861492,25,2915.756937,1719.838304,0.01142603395641
Netherlands,JAN2017,January 2017,2017,1,January,Electricity supplied,10841.741,17,116931.355,10404.26,0.9400709119313212
Korea,APR2016,April 2016,2016,4,April,Low carbon,16164.437,26,174625.344,55085.049,0.3962626849537458
Sweden,MAR2020,March 2020,2020,3,March,Coal,47.182633,8,549.253915,654.139556,0.0028573144162092
Greece,AUG2017,August 2017,2017,8,August,Non-renewables,3516.705,23,36746.489,22180.997,0.6913536195899302
Germany,AUG2013,August 2013,2013,8,August,Combustible renewables,3766.148,11,42214.681,26786.71,0.0844650820808651
Latvia,FEB2014,February 2014,2014,2,February,Hydro,162.083,1,1953.0,481.402,0.354481235237512
United Kingdom,SEP2013,September 2013,2013,9,September,Low carbon,9482.936,26,119385.944,80068.692,0.3662265121823756
Spain,DEC2017,December 2017,2017,12,December,Oil,1260.39,9,15040.895,16115.595,0.0511165676258412
Luxembourg,MAY2014,May 2014,2014,5,May,Renewables,128.589,22,1446.538,607.339,0.8193200208989079
OECD Total,NOV2018,November 2018,2018,11,November,Final consumption,810581.504739,20,10112452.351225,8982443.914053,0.9311481855574084
India,APR2018,April 2018,2018,4,April,Nuclear,3108.054422,6,36707.667708,12155.911807,0.0249042193352308
Denmark,FEB2022,February 2022,2022,2,February,Wind,2489.401785,2,19001.870701,2741.008909,0.6608932700465429
Estonia,JAN2019,January 2019,2019,1,January,Wind,59.139741,2,686.999999,64.496052,0.0566561638382035
United Kingdom,JAN2010,January 2010,2010,1,January,Others,838.821,24,6001.772,,0.0223628047085802
Slovak Republic,AUG2013,August 2013,2013,8,August,Others,35.634,24,514.507,337.314,0.0169686199103426
Netherlands,OCT2021,October 2021,2021,10,October,Renewables,3785.845234,22,41459.176057,27171.318216,0.394409430450295
Korea,FEB2021,February 2021,2021,2,February,Other combustible non-renewables,69.145282,12,744.369899,129.504975,0.0016266221578368
United States,SEP2014,September 2014,2014,9,September,Wind,11467.304,2,181655.001,124091.359,0.0335276013404603
Spain,MAY2012,May 2012,2012,5,May,Hydro,2742.344,1,23747.0,19182.247,0.1210411980145377
New Zealand,JUL2013,July 2013,2013,7,July,Other renewables aggregated,555.839,25,6638.649,3787.856,0.1455178388216343
Latvia,SEP2017,September 2017,2017,9,September,Oil,0.0,9,0.0,0.0,0.0
Korea,NOV2020,November 2020,2020,11,November,Other combustible non-renewables,12.367774,12,910.788551,751.003079,0.0002735694470404
Korea,NOV2014,November 2014,2014,11,November,Other renewables,41.0,5,492.0,442.75,0.0009904078516442
Poland,FEB2022,February 2022,2022,2,February,Total imports,1212.625,15,15237.63,2524.905,0.0890498728960073
Germany,MAR2019,March 2019,2019,3,March,Hydro,2561.727278,1,25506.999999,6791.317982,0.0481135834908855
Canada,SEP2020,September 2020,2020,9,September,Other renewables aggregated,744.485243,25,9399.235151,7613.130057,0.0166203372922462
OECD Americas,MAY2016,May 2016,2016,5,May,Electricity supplied,408740.276,17,5220969.872,2113896.556,1.0009204597816148
Ireland,DEC2014,December 2014,2014,12,December,Total exports,85.84,16,703.958,382.971,0.0346491311278284
OECD Europe,APR2019,April 2019,2019,4,April,Wind,33180.537819,2,443587.793313,151360.078625,0.1201436489083959
Norway,DEC2014,December 2014,2014,12,December,Oil,2.561,9,28.999,37.002,0.0001790487762844
Norway,OCT2012,October 2012,2012,10,October,Total exports,1573.0,16,22006.0,10818.542,0.129461823987885
Republic of Turkiye,NOV2014,November 2014,2014,11,November,Hydro,2493.867,1,39750.001,52739.234,0.126570465952353
Romania,OCT2019,October 2019,2019,10,October,Fossil fuels,1830.280886,27,20074.533244,18482.986953,0.4387165873985827
Hungary,FEB2010,February 2010,2010,2,February,Total exports,479.0,16,4702.0,,0.1557784875437375
Greece,DEC2011,December 2011,2011,12,December,Fossil fuels,4067.11,27,45541.26,42887.052,0.8541413077354085
United States,SEP2022,September 2022,2022,9,September,Geothermal,1380.620256,4,16263.579144,11682.864957,0.0038581851542825
Belgium,DEC2017,December 2017,2017,12,December,Distribution losses,353.513,19,3849.303,3880.7,0.0451140648357793
France,JAN2019,January 2019,2019,1,January,Low carbon,49529.217882,26,496565.357824,53645.593473,0.8764661989382604
Colombia,OCT2018,October 2018,2018,10,October,Others,189.265095,24,2278.986444,1731.046,0.028205163494164
Ireland,MAY2019,May 2019,2019,5,May,Final consumption,2147.222593,20,28166.608083,12293.430237,0.9233408139535942
Estonia,AUG2010,August 2010,2010,8,August,Wind,17.503,2,277.002,,0.0209813765259836
Portugal,FEB2018,February 2018,2018,2,February,Natural gas,1180.47317,10,15022.405921,2634.663,0.2539257029383124
United Kingdom,NOV2021,November 2021,2021,11,November,Geothermal,0.0,4,0.0,0.0,0.0
Denmark,FEB2010,February 2010,2010,2,February,Wind,516.934,2,7808.998,,0.1367247516885811
Finland,SEP2010,September 2010,2010,9,September,Net electricity production,5416.803,14,77219.739,,1.0
United States,JUL2013,July 2013,2013,7,July,Coal,155905.391,8,1613428.237,871190.626,0.3925036633247692
Italy,JUN2010,June 2010,2010,6,June,Renewables,8117.222,22,78785.184,,0.3413626570569069
Sweden,JAN2020,January 2020,2020,1,January,Electricity supplied,13511.662849,17,134891.104603,15345.411761,0.8069173598399738
Finland,DEC2013,December 2013,2013,12,December,Low carbon,4417.174,26,47770.094,50138.682,0.7011858097773866
Germany,OCT2020,October 2020,2020,10,October,Electricity trade,3335.659243,21,19176.860269,24209.173641,0.0674226632581151
Romania,JUL2016,July 2016,2016,7,July,Distribution losses,570.448,19,7124.998,3994.325,0.1090328733975675
Hungary,JUL2016,July 2016,2016,7,July,Other combustible non-renewables,16.121,12,191.255,69.441,0.0061579304219945
Czech Republic,JUN2020,June 2020,2020,6,June,Other renewables,0.0,5,0.0,0.0,0.0
Japan,JAN2012,January 2012,2012,1,January,Fossil fuels,89754.507,27,949284.24,76420.741,0.8891631776896097
Japan,DEC2020,December 2020,2020,12,December,Oil,3139.186467,9,29748.721194,34899.506784,0.0340525542420603
Switzerland,MAR2015,March 2015,2015,3,March,Low carbon,5041.236,26,64350.9,15579.978,0.9717856095717462
Serbia,APR2019,April 2019,2019,4,April,Net electricity production,2856.923499,14,34564.952001,13295.61103,1.0
Slovak Republic,JUL2019,July 2019,2019,7,July,Low carbon,1555.179641,26,20777.417078,11902.68824,0.7553936987981557
Belgium,JUN2020,June 2020,2020,6,June,Other renewables,0.0,5,0.0,0.0,0.0
Luxembourg,DEC2016,December 2016,2016,12,December,Solar,2.239,3,100.289,103.721,0.0117217152759236
Slovak Republic,FEB2020,February 2020,2020,2,February,Wind,0.0,2,0.0,0.0,0.0
Colombia,JUN2014,June 2014,2014,6,June,Other renewables aggregated,110.987,25,1264.093,,0.0200189426631811
Spain,JUN2015,June 2015,2015,6,June,Distribution losses,2178.54,19,26508.999,13211.241,0.0983419184379699
Sweden,MAY2014,May 2014,2014,5,May,Combustible renewables,761.617,11,10321.735,6186.865,0.0707398117579091
Austria,APR2019,April 2019,2019,4,April,Fossil fuels,981.764437,27,15537.91516,5856.388503,0.1547086698744035
Colombia,FEB2021,February 2021,2021,2,February,Nuclear,0.0,6,0.0,0.0,0.0
Mexico,MAY2014,May 2014,2014,5,May,Other combustible non-renewables,6.658,12,73.419,57.459,0.0002584178408448
United States,APR2022,April 2022,2022,4,April,Renewables,89765.980447,22,975828.837692,293641.920852,0.2890737252531914
Luxembourg,JAN2020,January 2020,2020,1,January,Total combustible fuels,61.002476,7,608.275306,52.630956,0.3190543395635858
Canada,JUN2011,June 2011,2011,6,June,Renewables,28825.101,22,392288.66,192710.337,0.6390421199000211
Chile,APR2018,April 2018,2018,4,April,Distribution losses,288.082341,19,3511.436001,1333.353,0.0435890846694154
Italy,JUN2015,June 2015,2015,6,June,Electricity supplied,26436.952,17,318806.419,155858.29,1.1437573220913773
Poland,JUN2013,June 2013,2013,6,June,Distribution losses,771.607,19,10247.0,5471.724,0.0689630609454181
OECD Europe,FEB2021,February 2021,2021,2,February,Used for pumped storage,3681.185778,18,42705.372854,7345.69915,0.0124607561200687
Germany,JAN2014,January 2014,2014,1,January,Total exports,7442.025,16,74320.001,6975.303,0.131090384737537
Poland,JUN2018,June 2018,2018,6,June,Combustible renewables,503.741815,11,5936.421712,3051.199,0.041961857239364
OECD Europe,OCT2017,October 2017,2017,10,October,Nuclear,61319.883,6,780147.407,655024.131,0.2121001821356717
Finland,MAY2013,May 2013,2013,5,May,Hydro,1523.0,1,12672.0,6526.852,0.2887372928575342
Sweden,DEC2022,December 2022,2022,12,December,Total exports,2284.966981,16,39064.435502,33909.585769,0.1461299328355162
OECD Asia Oceania,MAR2021,March 2021,2021,3,March,Final consumption,141777.715047,20,1719632.298087,453395.299945,0.9395472177378646
Chile,JUN2021,June 2021,2021,6,June,Total exports,0.0,16,0.0,0.0,0.0
OECD Asia Oceania,AUG2011,August 2011,2011,8,August,Hydro,13814.223,1,135619.038,100073.164,0.0847284775814116
Luxembourg,NOV2018,November 2018,2018,11,November,Solar,3.357227,3,119.725001,106.364,0.0184274174361651
Malta,MAR2019,March 2019,2019,3,March,Total imports,58.885871,15,656.756,202.137,0.4229089958763518
